CodeForces average performance (100 contests, top-50):
215, 67.5: 0.6553795918367349, 6.078s
215, 69: 0.655404081632653, 6.023s
215, 70.5: 0.6552653061224489, 6.092s
215, 72: 0.6551755102040818, 6.081s
215, 73.5: 0.6549306122448983, 6.259s
215, 75: 0.6546938775510205, 6.36s
215, 76.5: 0.6543020408163265, 6.628s
215, 78: 0.6541224489795916, 6.394s
215, 79.5: 0.6537714285714286, 5.976s
215, 81: 0.653542857142857, 5.829s
220, 37.5: 0.6554285714285715, 6.13s
220, 39: 0.6554448979591838, 6.061s
220, 40.5: 0.655395918367347, 6.09s
220, 42: 0.6554775510204081, 6.04s
220, 43.5: 0.6554448979591837, 6.147s
220, 45: 0.6554612244897957, 6.083s
220, 46.5: 0.6554530612244898, 6.158s
220, 48: 0.6554693877551021, 6.091s
220, 49.5: 0.6554938775510206, 6.101s
220, 51: 0.6555591836734697, 6.135s
220, 52.5: 0.6555673469387756, 6.091s
220, 54: 0.6554367346938776, 6.037s
220, 55.5: 0.6554612244897962, 6.044s
220, 57: 0.6554938775510205, 6.244s
220, 58.5: 0.6555755102040816, 6.08s
220, 60: 0.6555836734693876, 6.547s
220, 61.5: 0.6556489795918365, 6.079s
220, 63: 0.6556326530612244, 6.06s
220, 64.5: 0.6557142857142858, 6.122s
220, 66: 0.6556816326530612, 6.11s
220, 67.5: 0.6556408163265306, 6.329s
220, 69: 0.6555591836734698, 6.114s
220, 70.5: 0.6552734693877552, 6.133s
220, 72: 0.6551918367346937, 6.082s
220, 73.5: 0.6550367346938775, 6.109s
220, 75: 0.6548000000000002, 6.064s
220, 76.5: 0.6541632653061223, 6.147s
220, 78: 0.6541061224489799, 6.263s
220, 79.5: 0.6537224489795915, 6.136s
220, 81: 0.6534367346938775, 6.183s
225, 37.5: 0.6552489795918369, 6.368s
225, 39: 0.6552816326530614, 6.954s
225, 40.5: 0.6552489795918368, 7.7s
225, 42: 0.6552163265306123, 6.341s
225, 43.5: 0.655240816326531, 6.887s
225, 45: 0.6552653061224492, 7.8s
225, 46.5: 0.6553061224489798, 7.559s
225, 48: 0.6554530612244897, 7.204s
225, 49.5: 0.6554938775510203, 7.051s
225, 51: 0.6554122448979591, 6.214s
225, 52.5: 0.6555183673469385, 6.111s
225, 54: 0.6556081632653061, 6.017s
225, 55.5: 0.6556163265306124, 6.097s
225, 57: 0.6554857142857141, 6.091s
225, 58.5: 0.6554938775510203, 6.417s
225, 60: 0.6554367346938774, 7.03s
225, 61.5: 0.6554204081632653, 7.052s
225, 63: 0.6554448979591837, 8.037s
225, 64.5: 0.6553142857142855, 9.351s
225, 66: 0.6555673469387753, 6.358s
225, 67.5: 0.6556081632653062, 6.13s
225, 69: 0.6557224489795915, 7.109s
225, 70.5: 0.6554204081632653, 6.508s
225, 72: 0.6548244897959183, 6.097s
225, 73.5: 0.654595918367347, 6.154s
225, 75: 0.6545061224489799, 6.296s
225, 76.5: 0.6542285714285715, 6.234s
225, 78: 0.6538857142857141, 6.14s
225, 79.5: 0.6536897959183675, 6.089s
225, 81: 0.6534204081632651, 7.028s
230, 37.5: 0.6551836734693879, 8.216s
230, 39: 0.6551755102040818, 12.173s
230, 40.5: 0.6550938775510204, 10.441s
230, 42: 0.6551346938775512, 8.769s
230, 43.5: 0.6551428571428572, 7.798s
230, 45: 0.6551755102040818, 6.906s
230, 46.5: 0.6552816326530614, 10.963s
230, 48: 0.6552000000000001, 8.24s
230, 49.5: 0.6552571428571428, 8.39s
230, 51: 0.6554857142857142, 7.869s
230, 52.5: 0.6554612244897959, 7.904s
230, 54: 0.655608163265306, 7.606s
230, 55.5: 0.6555755102040816, 8.528s
230, 57: 0.6556653061224487, 11.063s
230, 58.5: 0.655665306122449, 10.322s
230, 60: 0.6552816326530607, 7.593s
230, 61.5: 0.6552489795918365, 7.1s
230, 63: 0.6552408163265304, 8.429s
230, 64.5: 0.6552653061224487, 7.072s
230, 66: 0.6552326530612244, 7.644s
230, 67.5: 0.6554448979591835, 6.935s
230, 69: 0.6552244897959185, 6.986s
230, 70.5: 0.6550204081632655, 7.16s
230, 72: 0.6548326530612247, 7.364s
230, 73.5: 0.6547020408163263, 7.375s
230, 75: 0.654465306122449, 6.836s
230, 76.5: 0.6544000000000001, 6.477s
230, 78: 0.6541142857142859, 7.179s
230, 79.5: 0.6537551020408163, 7.366s
230, 81: 0.6536163265306123, 6.965s
235, 37.5: 0.6552897959183673, 6.617s
235, 39: 0.6552489795918366, 7.699s
235, 40.5: 0.6551836734693878, 7.7s
235, 42: 0.6551836734693879, 7.471s
235, 43.5: 0.6552408163265306, 8.079s
235, 45: 0.6552163265306123, 7.378s
235, 46.5: 0.6551510204081633, 7.114s
235, 48: 0.655134693877551, 7.775s
235, 49.5: 0.6552163265306125, 8.14s
235, 51: 0.6551346938775511, 7.609s
235, 52.5: 0.6551836734693874, 6.601s
235, 54: 0.6553142857142855, 7.123s
235, 55.5: 0.6552326530612246, 6.775s
235, 57: 0.6553224489795917, 8.251s
235, 58.5: 0.6554204081632652, 10.454s
235, 60: 0.6553469387755102, 7.214s
235, 61.5: 0.6552244897959184, 6.902s
235, 63: 0.6553795918367348, 7.325s
235, 64.5: 0.6552489795918366, 6.419s
235, 66: 0.6549714285714286, 9.488s
235, 67.5: 0.6550040816326532, 8.288s
235, 69: 0.6550530612244897, 6.556s
235, 70.5: 0.6549469387755101, 7.008s
235, 72: 0.6547755102040814, 6.675s
235, 73.5: 0.654595918367347, 5.984s
235, 75: 0.6544326530612244, 6.257s
235, 76.5: 0.6543673469387754, 7.655s
235, 78: 0.6541959183673468, 6.091s
235, 79.5: 0.6538612244897961, 6.116s
235, 81: 0.6532081632653062, 6.599s
240, 37.5: 0.6551020408163265, 5.893s
240, 39: 0.6550693877551024, 6.168s
240, 40.5: 0.6550530612244898, 5.864s
240, 42: 0.6550938775510204, 8.353s
240, 43.5: 0.6550367346938777, 7.682s
240, 45: 0.6550122448979591, 7.482s
240, 46.5: 0.6549469387755101, 6.478s
240, 48: 0.6549387755102039, 6.331s
240, 49.5: 0.6548897959183673, 7.386s
240, 51: 0.6549795918367346, 9.557s
240, 52.5: 0.6550448979591834, 6.841s
240, 54: 0.6551102040816325, 7.782s
240, 55.5: 0.6551265306122448, 8.484s
240, 57: 0.655077551020408, 7.087s
240, 58.5: 0.6551428571428572, 6.85s
240, 60: 0.6552081632653064, 8.258s
240, 61.5: 0.6551755102040816, 6.366s
240, 63: 0.6550938775510204, 6.438s
240, 64.5: 0.6549387755102039, 6.235s
240, 66: 0.6549387755102041, 6.016s
240, 67.5: 0.6548326530612245, 6.071s
240, 69: 0.6547102040816327, 5.959s
240, 70.5: 0.6544571428571428, 6.01s
240, 72: 0.6543755102040818, 5.956s
240, 73.5: 0.6543673469387754, 7.356s
240, 75: 0.6542448979591835, 6.381s
240, 76.5: 0.6539755102040817, 6.331s
240, 78: 0.6536408163265307, 6.926s
240, 79.5: 0.6533959183673468, 7.762s
240, 81: 0.6528979591836733, 7.025s
TopCoder average performance (100 contests, top-50):
0.05: 0.6337387755102041, 3.397s
0.1: 0.6337795918367348, 3.956s
0.15000000000000002: 0.6336244897959183, 3.583s
0.2: 0.6336734693877554, 4.109s
0.25: 0.6347836734693879, 4.088s
0.30000000000000004: 0.6346938775510202, 4.211s
0.35000000000000003: 0.6349795918367347, 3.712s
0.4: 0.635142857142857, 3.579s
0.45: 0.6353551020408164, 5.065s
0.5: 0.6358938775510204, 4.172s
0.55: 0.6363755102040817, 4.647s
0.6000000000000001: 0.6363755102040816, 3.837s
0.65: 0.6365061224489795, 3.774s
0.7000000000000001: 0.6362285714285716, 4.307s
0.75: 0.6364979591836736, 4.034s
0.8: 0.6371265306122447, 4.103s
0.8500000000000001: 0.6376653061224488, 6.278s
0.9: 0.6378448979591839, 6.201s
0.9500000000000001: 0.6374285714285713, 6.27s
TrueSkill average performance (100 contests, top-50):
0.1, 160, 7.5: 0.6648734693877549, 4.841s
0.1, 160, 10: 0.6649959183673471, 3.428s
0.1, 160, 12.5: 0.664661224489796, 4.196s
0.1, 160, 15: 0.6645142857142856, 4.33s
0.1, 160, 17.5: 0.6644081632653063, 6.811s
0.1, 160, 20: 0.6639755102040816, 5.634s
0.1, 190, 7.5: 0.6637632653061226, 6.017s
0.1, 190, 10: 0.6634857142857143, 3.955s
0.1, 190, 12.5: 0.6633959183673468, 4.1s
0.1, 190, 15: 0.6634612244897962, 4.02s
0.1, 190, 17.5: 0.6633306122448979, 3.484s
0.1, 190, 20: 0.6628897959183675, 4.162s
0.1, 220, 7.5: 0.6623020408163266, 4.108s
0.1, 220, 10: 0.662367346938776, 5.208s
0.1, 220, 12.5: 0.6624734693877553, 5.607s
0.1, 220, 15: 0.6622857142857141, 9.533s
0.1, 220, 17.5: 0.6620979591836735, 5.897s
0.1, 220, 20: 0.6617469387755105, 4.171s
0.1, 250, 7.5: 0.6615836734693878, 4.558s
0.1, 250, 10: 0.6616734693877554, 4.075s
0.1, 250, 12.5: 0.661787755102041, 3.333s
0.1, 250, 15: 0.661779591836735, 3.325s
0.1, 250, 17.5: 0.6613959183673469, 3.305s
0.1, 250, 20: 0.6614775510204082, 4.787s
0.1, 280, 7.5: 0.6609551020408163, 3.918s
0.1, 280, 10: 0.6607918367346938, 4.075s
0.1, 280, 12.5: 0.6609551020408163, 3.591s
0.1, 280, 15: 0.6610285714285713, 5.701s
0.1, 280, 17.5: 0.6610775510204081, 3.42s
0.1, 280, 20: 0.6610693877551023, 3.745s
0.1, 310, 7.5: 0.6604571428571426, 3.573s
0.1, 310, 10: 0.6603918367346935, 3.873s
0.1, 310, 12.5: 0.660497959183673, 3.928s
0.1, 310, 15: 0.6603918367346939, 4.039s
0.1, 310, 17.5: 0.660538775510204, 4.654s
0.1, 310, 20: 0.6605795918367346, 4.592s
0.2, 160, 7.5: 0.6648653061224489, 3.543s
0.2, 160, 10: 0.6650204081632655, 4.452s
0.2, 160, 12.5: 0.6646857142857145, 4.029s
0.2, 160, 15: 0.6644897959183674, 3.507s
0.2, 160, 17.5: 0.6643591836734696, 3.552s
0.2, 160, 20: 0.6639918367346938, 3.542s
0.2, 190, 7.5: 0.663787755102041, 3.595s
0.2, 190, 10: 0.6634857142857143, 3.788s
0.2, 190, 12.5: 0.6634122448979589, 4.26s
0.2, 190, 15: 0.6634448979591839, 3.811s
0.2, 190, 17.5: 0.6633142857142856, 4.448s
0.2, 190, 20: 0.6629061224489797, 4.534s
0.2, 220, 7.5: 0.6623102040816329, 4.235s
0.2, 220, 10: 0.6624081632653064, 3.727s
0.2, 220, 12.5: 0.6624000000000002, 3.951s
0.2, 220, 15: 0.6622938775510201, 3.776s
0.2, 220, 17.5: 0.6620571428571428, 3.649s
0.2, 220, 20: 0.661787755102041, 3.798s
0.2, 250, 7.5: 0.6615836734693878, 5.13s
0.2, 250, 10: 0.6616734693877554, 4.677s
0.2, 250, 12.5: 0.6617795918367351, 3.741s
0.2, 250, 15: 0.6618040816326533, 4.957s
0.2, 250, 17.5: 0.6614040816326531, 6.51s
0.2, 250, 20: 0.6614775510204081, 4.795s
0.2, 280, 7.5: 0.660938775510204, 3.91s
0.2, 280, 10: 0.6608326530612244, 3.784s
0.2, 280, 12.5: 0.6610285714285715, 3.576s
0.2, 280, 15: 0.6609877551020407, 3.911s
0.2, 280, 17.5: 0.6610938775510203, 4.169s
0.2, 280, 20: 0.6610122448979595, 4.318s
0.2, 310, 7.5: 0.6604571428571426, 3.995s
0.2, 310, 10: 0.6603755102040811, 3.751s
0.2, 310, 12.5: 0.660489795918367, 3.563s
0.2, 310, 15: 0.6603836734693879, 3.571s
0.2, 310, 17.5: 0.6605061224489797, 3.575s
0.2, 310, 20: 0.6605877551020406, 3.569s
0.30000000000000004, 160, 7.5: 0.6648571428571428, 3.465s
0.30000000000000004, 160, 10: 0.6650285714285716, 4.552s
0.30000000000000004, 160, 12.5: 0.664661224489796, 3.658s
0.30000000000000004, 160, 15: 0.6644734693877551, 3.707s
0.30000000000000004, 160, 17.5: 0.6643836734693878, 3.514s
0.30000000000000004, 160, 20: 0.6639510204081631, 3.78s
0.30000000000000004, 190, 7.5: 0.6638530612244901, 3.747s
0.30000000000000004, 190, 10: 0.6635265306122448, 3.641s
0.30000000000000004, 190, 12.5: 0.6635183673469385, 3.676s
0.30000000000000004, 190, 15: 0.66345306122449, 3.41s
0.30000000000000004, 190, 17.5: 0.6633061224489795, 3.443s
0.30000000000000004, 190, 20: 0.6629469387755103, 3.456s
0.30000000000000004, 220, 7.5: 0.6623183673469388, 3.561s
0.30000000000000004, 220, 10: 0.6624408163265307, 3.45s
0.30000000000000004, 220, 12.5: 0.6624081632653064, 3.6s
0.30000000000000004, 220, 15: 0.6622448979591834, 3.48s
0.30000000000000004, 220, 17.5: 0.6620897959183674, 3.442s
0.30000000000000004, 220, 20: 0.6617469387755105, 3.45s
0.30000000000000004, 250, 7.5: 0.6616000000000003, 3.433s
0.30000000000000004, 250, 10: 0.6616979591836737, 3.462s
0.30000000000000004, 250, 12.5: 0.6617469387755106, 3.453s
0.30000000000000004, 250, 15: 0.6617959183673472, 3.48s
0.30000000000000004, 250, 17.5: 0.6613795918367348, 3.398s
0.30000000000000004, 250, 20: 0.6614775510204081, 3.455s
0.30000000000000004, 280, 7.5: 0.6609795918367345, 3.44s
0.30000000000000004, 280, 10: 0.660865306122449, 3.524s
0.30000000000000004, 280, 12.5: 0.6610612244897959, 3.511s
0.30000000000000004, 280, 15: 0.6610204081632649, 3.619s
0.30000000000000004, 280, 17.5: 0.6611265306122449, 3.473s
0.30000000000000004, 280, 20: 0.6610122448979594, 4.032s
0.30000000000000004, 310, 7.5: 0.6605142857142855, 3.616s
0.30000000000000004, 310, 10: 0.6603999999999997, 3.476s
0.30000000000000004, 310, 12.5: 0.6604816326530609, 3.628s
0.30000000000000004, 310, 15: 0.6604081632653063, 4.307s
0.30000000000000004, 310, 17.5: 0.6605224489795917, 3.512s
0.30000000000000004, 310, 20: 0.6606530612244894, 3.622s
0.4, 160, 7.5: 0.6649224489795916, 3.893s
0.4, 160, 10: 0.6650122448979596, 4.74s
0.4, 160, 12.5: 0.6646612244897959, 4.408s
0.4, 160, 15: 0.6644979591836737, 7.71s
0.4, 160, 17.5: 0.6643510204081633, 4.648s
0.4, 160, 20: 0.6639510204081631, 3.714s
0.4, 190, 7.5: 0.6638040816326535, 3.69s
0.4, 190, 10: 0.6635183673469386, 4.855s
0.4, 190, 12.5: 0.6635102040816325, 4.009s
0.4, 190, 15: 0.6635020408163267, 5.786s
0.4, 190, 17.5: 0.6633551020408163, 3.665s
0.4, 190, 20: 0.6628979591836733, 3.486s
0.4, 220, 7.5: 0.6623346938775512, 3.773s
0.4, 220, 10: 0.6623836734693879, 3.775s
0.4, 220, 12.5: 0.6624081632653062, 3.412s
0.4, 220, 15: 0.6622285714285713, 4.172s
0.4, 220, 17.5: 0.6620571428571431, 4.036s
0.4, 220, 20: 0.661722448979592, 3.534s
0.4, 250, 7.5: 0.6616081632653064, 4.585s
0.4, 250, 10: 0.6616653061224492, 3.848s
0.4, 250, 12.5: 0.6617632653061228, 4.663s
0.4, 250, 15: 0.661779591836735, 4.105s
0.4, 250, 17.5: 0.6613795918367348, 4.321s
0.4, 250, 20: 0.6615020408163264, 4.775s
0.4, 280, 7.5: 0.6609469387755101, 4.549s
0.4, 280, 10: 0.6608326530612244, 4.627s
0.4, 280, 12.5: 0.6610612244897959, 3.892s
0.4, 280, 15: 0.6610122448979588, 4.304s
0.4, 280, 17.5: 0.6611591836734694, 3.797s
0.4, 280, 20: 0.6610122448979594, 4.347s
0.4, 310, 7.5: 0.6605142857142855, 3.972s
0.4, 310, 10: 0.6604163265306119, 4.309s
0.4, 310, 12.5: 0.660489795918367, 4.604s
0.4, 310, 15: 0.6604081632653062, 4.25s
0.4, 310, 17.5: 0.6605142857142856, 4.405s
0.4, 310, 20: 0.6606285714285711, 4.455s
0.5, 160, 7.5: 0.6649224489795916, 3.691s
0.5, 160, 10: 0.6650367346938779, 4.249s
0.5, 160, 12.5: 0.6646448979591837, 4.231s
0.5, 160, 15: 0.6644326530612247, 3.47s
0.5, 160, 17.5: 0.6643346938775513, 3.694s
0.5, 160, 20: 0.6639510204081631, 3.754s
0.5, 190, 7.5: 0.663779591836735, 4.371s
0.5, 190, 10: 0.6634857142857142, 3.878s
0.5, 190, 12.5: 0.6635265306122448, 3.653s
0.5, 190, 15: 0.663518367346939, 4.206s
0.5, 190, 17.5: 0.6633469387755103, 3.913s
0.5, 190, 20: 0.6629387755102039, 3.88s
0.5, 220, 7.5: 0.6623673469387756, 3.406s
0.5, 220, 10: 0.6623591836734694, 3.455s
0.5, 220, 12.5: 0.662383673469388, 3.412s
0.5, 220, 15: 0.662277551020408, 3.417s
0.5, 220, 17.5: 0.6620408163265307, 3.413s
0.5, 220, 20: 0.66170612244898, 3.448s
0.5, 250, 7.5: 0.6616734693877553, 3.492s
0.5, 250, 10: 0.661648979591837, 3.695s
0.5, 250, 12.5: 0.6617306122448983, 3.436s
0.5, 250, 15: 0.6617551020408164, 5.036s
0.5, 250, 17.5: 0.6614204081632653, 3.764s
0.5, 250, 20: 0.6615020408163264, 3.617s
0.5, 280, 7.5: 0.6609551020408161, 4.919s
0.5, 280, 10: 0.6607836734693876, 6.51s
0.5, 280, 12.5: 0.661069387755102, 4.273s
0.5, 280, 15: 0.6610040816326529, 4.571s
0.5, 280, 17.5: 0.6611510204081632, 3.581s
0.5, 280, 20: 0.6609632653061226, 3.499s
0.5, 310, 7.5: 0.6605061224489793, 3.543s
0.5, 310, 10: 0.660424489795918, 3.561s
0.5, 310, 12.5: 0.6604816326530609, 3.505s
0.5, 310, 15: 0.6604000000000001, 3.524s
0.5, 310, 17.5: 0.6604979591836734, 3.606s
0.5, 310, 20: 0.6606448979591834, 4.395s
